ref_bacen;nu_ordem;inicio_plantio;final_plantio;inicio_colheita;final_colheita;data_vencimento;idempreendimento;idevento;idsolo;idirrigacao;idciclo;idgrao;idcultivar;idprograma;estado
513390070;1;15/01/2022;20/01/2022;07/05/2022;12/05/2022;15/07/2022;12000000000000;17;3;1;22;3;1;1;PR
506055423;1;10/03/2018;10/03/2018;12/08/2018;12/08/2018;19/11/2018;12000000000000;48;3;1;22;8;1;50;PR
510664606;1;20/10/2020;30/11/2020;07/02/2021;20/03/2021;15/06/2021;12000000000000;110;3;1;22;8;1;1;RS
511576526;1;27/03/2021;31/03/2021;26/07/2021;26/08/2021;25/05/2022;12000000000000;24;3;1;22;8;1;1;PR
514012966;1;17/06/2022;18/06/2022;25/10/2022;26/10/2022;15/02/2023;12000000000000;24;3;1;22;8;1;1;SC
512655184;1;;;01/02/2022;30/03/2022;04/07/2022;12000000000000;86;9;1;22;0;3;1;RS
508999911;1;25/10/2019;15/11/2019;10/03/2020;25/04/2020;20/06/2020;12000000000000;48;3;1;22;8;2;1;RS
509993672;1;01/05/2020;08/05/2020;20/09/2020;30/09/2020;20/12/2020;12000000000000;24;3;1;22;8;99;1;PR
512277560;1;01/09/2021;15/09/2021;20/12/2021;03/01/2022;15/03/2022;12000000000000;48;3;1;22;3;1;1;SC
508370672;1;01/06/2019;15/06/2019;20/10/2019;30/10/2019;18/03/2020;12000000000000;17;3;1;22;8;3;50;RS
512671763;1;20/10/2021;05/12/2021;30/03/2022;15/04/2022;20/07/2022;12000000000000;48;3;1;22;8;1;1;RS
512965260;1;21/10/2021;21/10/2021;23/02/2022;23/02/2022;15/05/2022;12000000000000;48;3;1;22;3;1;1;PR
510280121;1;22/06/2020;15/07/2020;05/11/2020;20/11/2020;06/03/2021;12000000000000;48;3;1;22;8;99;1;RS
513443883;1;05/02/2022;10/02/2022;22/06/2022;30/06/2022;20/09/2022;12000000000000;110;3;1;22;8;99;1;PR
511438802;1;15/02/2021;20/02/2021;26/05/2021;25/07/2021;15/10/2021;12000000000000;24;3;1;22;8;99;1;PR
511634787;1;21/05/2021;30/06/2021;15/10/2021;27/11/2021;15/02/2022;12000000000000;17;3;1;22;8;99;1;RS
513408887;1;10/02/2022;10/03/2022;15/07/2022;01/08/2022;28/01/2023;12000000000000;110;3;1;22;8;1;1;PR
513482751;1;20/02/2022;25/02/2022;15/07/2022;25/07/2022;01/11/2022;12000000000000;110;3;1;22;8;1;999;PR
510370148;1;10/09/2020;30/10/2020;28/12/2020;16/02/2021;10/02/2022;12000000000000;48;9;1;22;8;1;1;SC
510525044;1;;;21/12/2020;21/02/2021;20/05/2021;12000000000000;24;9;1;22;0;99;1;RS
508126527;1;11/04/2019;12/06/2019;04/09/2019;20/10/2019;19/01/2020;12000000000000;24;3;1;22;8;1;1;RS
506258745;1;01/02/2018;28/02/2018;01/08/2018;10/09/2018;20/02/2019;12000000000000;48;3;1;22;8;1;50;PR
513505326;1;19/02/2022;19/02/2022;11/06/2022;11/06/2022;15/08/2022;12000000000000;110;3;1;22;3;1;1;PR
511796785;1;22/05/2021;28/05/2021;29/09/2021;05/10/2021;20/03/2022;12000000000000;17;3;1;22;8;2;50;RS
514381810;1;10/08/2022;10/10/2022;05/01/2023;10/02/2023;10/05/2023;12000000000000;48;9;1;22;8;99;1;RS
512695110;1;19/11/2021;06/12/2021;19/03/2022;05/04/2022;15/06/2022;12000000000000;48;3;1;22;8;2;1;RS
510626228;1;18/09/2020;20/09/2020;20/01/2021;25/01/2021;19/07/2021;12000000000000;135;3;1;22;8;99;1;PR
512859251;1;04/10/2021;04/11/2021;01/02/2022;01/04/2022;18/08/2022;12000000000000;48;3;1;22;8;3;1;SC
509880976;1;13/07/2020;31/07/2020;20/12/2020;07/01/2021;15/03/2021;12000000000000;31;3;1;22;0;1;1;SC
511503402;1;31/01/2021;31/01/2021;10/06/2021;10/06/2021;09/09/2021;12000000000000;48;3;1;22;8;99;1;PR
9672226;1;01/05/2017;31/05/2017;01/11/2017;30/11/2017;28/03/2018;12000000000000;17;2;1;22;8;3;1;RS
512018937;1;15/07/2021;13/09/2021;31/01/2022;01/04/2022;15/09/2022;12000000000000;17;1;4;22;0;99;1;SC
512979738;1;15/11/2021;25/11/2021;23/02/2022;05/03/2022;20/06/2022;12000000000000;48;2;1;22;8;1;1;RS
511120177;1;15/02/2021;20/02/2021;25/06/2021;30/06/2021;15/09/2021;12000000000000;48;3;1;22;3;1;1;PR
512309065;1;01/09/2021;01/10/2021;15/02/2022;15/03/2022;30/05/2022;12000000000000;48;3;1;22;8;2;1;RS
508775523;2;01/11/2019;30/11/2019;01/04/2020;30/04/2020;04/07/2020;12000000000000;48;3;1;22;8;1;1;RS
508346858;1;11/05/2019;22/05/2019;25/09/2019;05/10/2019;07/03/2020;12000000000000;48;3;1;22;8;1;1;PR
512409361;1;21/08/2021;30/09/2021;15/01/2022;25/02/2022;25/05/2022;12000000000000;48;9;1;22;8;1;1;RS
514123551;1;01/08/2022;30/08/2022;20/01/2023;20/02/2023;22/05/2023;12000000000000;48;3;1;22;8;1;1;RS
510406036;1;01/12/2020;20/12/2020;25/04/2021;14/05/2021;15/07/2021;12000000000000;48;2;1;22;8;2;1;SC
512721826;1;11/11/2021;10/12/2021;20/03/2022;10/04/2022;05/07/2022;12000000000000;48;3;1;22;8;1;1;RS
512497266;1;20/10/2021;25/10/2021;30/04/2022;15/05/2022;11/01/2023;12000000000000;48;3;1;22;8;99;50;RS
513418603;1;28/01/2022;29/01/2022;18/05/2022;19/05/2022;02/10/2022;12000000000000;110;3;1;22;8;1;1;PR
513632902;1;16/03/2022;18/03/2022;01/08/2022;15/08/2022;21/05/2023;12000000000000;110;3;1;22;8;1;1;PR
508502259;1;06/06/2019;10/07/2019;20/09/2019;10/11/2019;19/02/2020;12000000000000;48;3;1;22;8;1;50;PR
9590747;1;16/01/2017;31/01/2017;10/06/2017;25/06/2017;05/12/2017;12000000000000;17;3;1;22;8;1;1;PR
512392439;2;08/11/2021;10/12/2021;07/03/2022;20/04/2022;15/07/2022;12000000000000;48;3;1;22;8;1;1;RS
511511610;1;15/02/2021;28/02/2021;20/07/2021;10/08/2021;26/11/2021;12000000000000;24;3;1;22;8;3;1;PR
506424184;1;11/04/2018;30/05/2018;01/11/2018;30/12/2018;20/02/2019;12000000000000;48;2;1;22;8;1;1;SE
510879677;2;15/09/2020;25/09/2020;10/02/2021;10/02/2021;10/07/2021;12000000000000;48;3;1;22;8;8;1;RS
508613565;1;01/11/2019;25/11/2019;25/03/2020;25/05/2020;10/07/2020;12000000000000;48;2;1;22;8;3;1;RS
513446302;1;01/04/2022;31/05/2022;01/11/2022;31/12/2022;01/02/2023;12000000000000;48;3;1;22;8;8;1;SE
510543871;1;20/08/2020;25/08/2020;20/12/2020;25/12/2020;27/04/2021;12000000000000;17;3;1;22;8;3;1;PR
509700457;1;16/02/2020;20/02/2020;01/07/2020;20/07/2020;19/10/2020;12000000000000;48;3;1;22;8;1;1;PR
508507573;1;;;;;13/06/2020;12000000000000;17;1;2;1;0;3;1;ES
513238766;1;18/02/2022;28/02/2022;20/07/2022;02/08/2022;01/11/2022;12000000000000;110;3;1;22;8;1;1;PR
507654081;1;05/11/2018;05/11/2018;28/02/2019;28/02/2019;15/10/2019;12000000000000;48;3;1;22;3;1;1;PR
513203730;1;15/02/2022;17/02/2022;21/05/2022;23/05/2022;11/01/2023;12000000000000;17;3;1;22;8;2;50;PR
508717544;1;25/10/2019;20/11/2019;15/03/2020;10/04/2020;15/06/2020;12000000000000;48;3;1;22;8;1;1;RS
512063109;1;10/06/2021;15/06/2021;15/10/2021;20/10/2021;10/04/2022;12000000000000;17;2;1;22;8;2;1;RS
509366618;1;;;;;10/11/2020;12000000000000;48;1;1;1;0;3;1;RS
514770179;1;28/09/2022;30/09/2022;16/01/2023;18/01/2023;20/06/2023;12000000000000;48;3;1;22;8;1;1;RS
510749745;1;21/09/2020;20/10/2020;31/01/2021;02/03/2021;25/08/2021;12000000000000;17;3;1;22;8;3;1;PR
508397148;1;10/06/2019;15/06/2019;15/10/2019;30/10/2019;25/06/2020;12000000000000;17;3;1;22;8;1;50;RS
509189351;1;;;;;21/10/2020;12000000000000;24;3;1;1;0;3;1;RS
513686547;1;20/05/2022;20/05/2022;18/09/2022;18/09/2022;02/01/2023;12000000000000;24;3;1;22;8;99;1;PR
509042712;1;20/10/2019;20/12/2019;01/03/2020;30/04/2020;18/09/2020;12000000000000;48;9;1;22;8;99;1;RS
506565544;1;10/04/2018;13/04/2018;01/10/2018;15/10/2018;23/02/2019;12000000000000;48;2;1;22;8;8;1;RS
513911536;1;26/05/2022;10/07/2022;05/10/2022;05/12/2022;04/02/2023;12000000000000;17;3;1;22;8;2;999;PR
512450879;1;15/11/2021;01/12/2021;20/03/2022;10/04/2022;02/07/2022;12000000000000;48;3;1;22;8;3;1;RS
510472666;1;10/08/2020;10/10/2020;10/01/2021;10/03/2021;19/01/2022;12000000000000;48;3;1;22;8;1;1;RS
509642350;1;01/12/2019;06/12/2019;10/04/2020;13/04/2020;06/08/2020;12000000000000;48;3;1;22;8;3;1;RS
510024729;1;05/06/2020;06/06/2020;15/11/2020;16/11/2020;05/02/2021;12000000000000;24;3;1;22;8;1;1;RS
513208052;1;19/02/2022;19/02/2022;15/05/2022;15/05/2022;15/07/2022;12000000000000;17;3;1;22;3;1;1;PR
513545315;1;10/08/2022;25/08/2022;17/01/2023;01/02/2023;15/04/2023;12000000000000;48;2;1;22;0;1;1;SC
508237552;1;28/04/2019;15/05/2019;25/08/2019;10/09/2019;04/06/2020;12000000000000;24;3;1;22;8;1;1;PR
508772358;1;30/10/2019;30/11/2019;20/03/2020;20/04/2020;13/10/2020;12000000000000;48;9;1;22;8;99;1;RS
511412933;1;25/01/2021;25/01/2021;04/06/2021;04/06/2021;15/08/2021;12000000000000;48;3;1;22;3;1;1;PR
509503778;1;10/02/2020;20/02/2020;15/07/2020;24/07/2020;23/10/2020;12000000000000;48;3;1;22;8;2;1;PR
508709878;1;01/10/2019;10/11/2019;01/04/2020;30/05/2020;18/10/2020;12000000000000;48;9;1;22;8;99;1;RS
512757998;2;01/11/2021;30/11/2021;20/03/2022;20/04/2022;10/07/2022;12000000000000;48;3;1;22;8;1;1;RS
512366747;1;05/10/2021;20/11/2021;20/03/2022;30/04/2022;23/07/2022;12000000000000;48;3;1;22;8;99;1;SC
512666190;1;02/09/2021;25/09/2021;05/01/2022;05/02/2022;23/08/2022;12000000000000;48;3;1;22;8;1;1;RS
512901146;1;15/10/2021;05/11/2021;09/03/2022;30/03/2022;15/06/2022;12000000000000;48;3;1;22;8;2;1;RS
509011956;1;20/10/2019;19/12/2019;20/03/2020;20/04/2020;30/01/2021;12000000000000;48;3;1;22;8;3;1;RS
508623338;1;19/11/2019;06/12/2019;28/03/2020;14/04/2020;15/06/2020;12000000000000;48;2;1;22;8;2;1;RS
513076419;1;05/02/2022;28/02/2022;25/06/2022;02/08/2022;24/10/2022;12000000000000;17;3;1;22;8;99;50;PR
512245779;1;20/09/2021;21/09/2021;23/01/2022;24/01/2022;15/03/2022;12000000000000;48;3;1;22;3;1;50;PR
513885628;1;21/04/2022;20/06/2022;01/11/2022;30/12/2022;24/02/2023;12000000000000;48;3;0;0;8;1;999;SE
509829905;1;04/05/2020;08/05/2020;26/10/2020;30/10/2020;31/01/2021;12000000000000;24;3;1;22;8;3;1;RS
508711367;1;20/10/2019;30/10/2019;15/03/2020;10/04/2020;10/07/2020;12000000000000;48;3;1;22;8;2;1;RS
508084435;2;01/05/2019;30/05/2019;01/10/2019;30/10/2019;19/02/2020;12000000000000;24;3;1;22;8;3;1;RS
512559580;1;01/10/2021;31/10/2021;01/04/2022;30/04/2022;16/07/2022;12000000000000;31;2;1;22;8;1;1;PR
510352509;1;05/09/2020;10/09/2020;25/01/2021;31/01/2021;05/07/2021;12000000000000;48;3;1;22;8;1;1;SC
509700836;1;15/05/2020;30/06/2020;22/09/2020;07/11/2020;15/01/2021;12000000000000;24;3;1;22;8;2;1;RS
511869610;1;01/06/2021;30/06/2021;01/11/2021;30/11/2021;20/04/2022;12000000000000;110;3;4;22;0;3;1;SC
512359212;1;16/08/2021;20/08/2021;04/12/2021;08/12/2021;15/02/2022;12000000000000;48;2;1;22;8;1;1;RS
512610387;1;25/08/2021;15/09/2021;25/02/2022;25/03/2022;17/07/2022;12000000000000;48;3;1;22;8;99;1;RS
511831192;1;30/05/2021;10/06/2021;20/07/2021;10/09/2021;15/11/2021;12000000000000;24;3;1;22;8;99;1;PR
513386760;1;28/05/2022;10/06/2022;15/10/2022;05/11/2022;20/01/2023;12000000000000;17;2;1;22;8;1;1;RS
514329545;1;01/08/2022;31/08/2022;01/12/2022;15/12/2022;10/03/2023;12000000000000;48;9;1;22;3;1;1;RS
513795477;1;15/05/2022;30/05/2022;20/11/2022;15/12/2022;18/04/2023;12000000000000;110;3;4;22;0;1;1;SC
512250526;1;01/10/2021;30/11/2021;01/02/2022;31/03/2022;06/07/2022;12000000000000;48;3;1;22;8;1;1;MS
507224640;1;02/10/2018;08/10/2018;10/02/2019;20/02/2019;17/10/2019;12000000000000;48;3;1;22;8;1;999;PR
512680308;1;10/11/2021;15/11/2021;25/04/2022;30/04/2022;31/07/2022;12000000000000;48;3;1;22;8;3;1;RS
511986932;1;;;01/12/2021;20/12/2021;20/03/2022;12000000000000;17;9;4;22;0;99;1;SC
512265166;1;01/08/2021;30/09/2021;10/02/2022;11/04/2022;10/05/2022;12000000000000;48;3;1;22;8;1;1;RS
514518247;1;25/08/2022;10/09/2022;13/12/2022;29/12/2022;15/03/2023;12000000000000;48;2;1;22;8;1;1;RS
508802208;1;;;;;05/08/2020;12000000000000;17;1;1;1;0;5;1;RS
508810341;1;11/09/2019;10/10/2019;20/01/2020;05/02/2020;05/05/2020;12000000000000;48;3;1;22;8;1;1;PR
512426882;1;01/11/2021;30/11/2021;20/03/2022;20/04/2022;15/07/2022;12000000000000;48;3;1;22;8;1;1;RS
510595968;1;07/08/2020;14/08/2020;04/01/2021;11/01/2021;02/08/2021;12000000000000;48;3;1;22;8;1;1;RS
508911121;1;20/10/2019;15/12/2019;20/03/2020;20/04/2020;18/10/2020;12000000000000;48;3;1;22;8;1;1;RS
513850192;1;04/05/2022;31/05/2022;01/10/2022;30/11/2022;04/03/2023;12000000000000;48;3;1;22;8;8;1;BA
514301592;1;20/08/2022;20/09/2022;25/12/2022;25/02/2023;18/07/2023;12000000000000;48;3;1;22;8;1;1;RS
509447452;1;16/02/2020;28/02/2020;01/08/2020;30/08/2020;23/05/2021;12000000000000;48;3;1;22;8;1;1;PR
513779079;1;05/05/2022;30/05/2022;15/12/2022;31/12/2022;28/02/2023;12000000000000;17;2;0;0;0;1;999;SE
513055154;1;10/11/2021;20/12/2021;18/02/2022;30/03/2022;20/06/2022;12000000000000;48;3;1;22;8;1;1;RS
508983477;1;23/09/2019;12/10/2019;20/12/2019;11/01/2020;25/08/2020;12000000000000;86;3;4;1;0;99;1;SC
514094343;1;06/06/2022;10/06/2022;14/10/2022;18/10/2022;15/12/2022;12000000000000;24;3;1;22;3;1;999;PR
509030297;1;15/11/2019;20/12/2019;02/05/2020;22/05/2020;13/10/2020;12000000000000;48;2;1;22;8;2;1;RS
512898912;1;15/10/2021;30/10/2021;01/02/2022;15/02/2022;05/07/2022;12000000000000;48;1;1;22;8;3;1;MS
10026013;1;01/06/2017;30/06/2017;01/12/2017;31/12/2017;24/08/2018;12000000000000;48;3;1;22;8;1;50;PR
512517685;1;21/09/2021;05/10/2021;01/02/2022;10/02/2022;10/08/2022;12000000000000;48;3;1;22;8;1;1;PR
514257872;1;01/08/2022;15/08/2022;15/12/2022;20/12/2022;21/03/2023;12000000000000;79;3;1;22;8;1;1;RS
511855210;1;;;10/11/2021;30/11/2021;05/03/2022;12000000000000;17;9;4;22;0;99;1;SC
514613445;1;15/10/2022;15/12/2022;02/02/2023;04/04/2023;15/06/2023;12000000000000;48;3;1;22;0;1;1;SC
513909387;1;31/05/2022;31/05/2022;08/10/2022;08/10/2022;15/12/2022;12000000000000;24;3;1;22;3;2;1;PR
511703151;1;12/03/2021;18/03/2021;20/08/2021;21/08/2021;14/11/2021;12000000000000;48;2;1;22;8;1;1;PR
513162675;1;10/02/2022;28/02/2022;20/06/2022;02/08/2022;01/11/2022;12000000000000;79;3;1;22;8;99;1;PR
512751001;1;11/09/2021;11/10/2021;01/01/2022;08/02/2022;08/08/2022;12000000000000;48;3;1;22;8;3;1;PR
508786725;1;28/10/2019;28/11/2019;06/03/2020;06/04/2020;15/06/2020;12000000000000;48;3;1;22;8;2;1;RS
509552327;1;02/02/2020;03/02/2020;11/06/2020;12/06/2020;12/09/2020;12000000000000;48;3;1;22;8;1;1;PR
512658175;1;05/11/2021;01/12/2021;05/03/2022;31/03/2022;15/06/2022;12000000000000;48;3;1;22;8;1;1;RS
506077804;1;01/03/2018;31/03/2018;01/08/2018;31/08/2018;26/04/2019;12000000000000;48;3;1;22;8;3;50;PR
513367632;1;29/01/2022;29/01/2022;20/06/2022;15/07/2022;10/11/2022;12000000000000;17;3;1;22;8;1;1;PR
511476713;1;10/02/2021;28/02/2021;20/06/2021;08/07/2021;15/09/2021;12000000000000;24;3;1;22;3;1;1;PR
511313724;1;29/01/2021;29/01/2021;24/04/2021;24/04/2021;15/07/2021;12000000000000;48;3;1;22;3;1;1;PR
510571662;1;15/09/2020;15/10/2020;01/03/2021;31/03/2021;20/06/2021;12000000000000;110;3;1;22;8;1;1;RS
505876386;1;01/02/2018;28/02/2018;20/07/2018;15/08/2018;15/10/2018;12000000000000;48;3;1;22;8;1;999;MS
506276140;1;23/01/2018;10/03/2018;01/06/2018;31/08/2018;26/04/2019;12000000000000;48;3;1;22;8;1;50;PR
510498446;1;;;01/12/2020;30/01/2021;01/05/2021;12000000000000;24;9;1;22;0;99;1;RS
514316653;1;;;20/11/2022;20/01/2023;21/04/2023;12000000000000;24;2;2;22;0;11;1;RS
512555350;1;;;05/12/2021;05/01/2022;06/04/2022;12000000000000;17;9;1;22;0;99;1;SC
512734098;1;20/10/2021;20/12/2021;10/03/2022;10/05/2022;13/09/2022;12000000000000;79;9;1;22;8;99;1;RS
513893601;1;25/05/2022;30/05/2022;01/10/2022;05/10/2022;25/03/2023;12000000000000;24;3;1;22;8;1;1;PR
513794709;1;;;01/12/2022;30/12/2022;28/03/2023;12000000000000;24;2;1;22;0;11;1;RS
513446474;1;31/01/2022;31/01/2022;23/05/2022;23/05/2022;15/07/2022;12000000000000;79;3;1;22;3;1;999;PR
510543783;1;20/08/2020;30/08/2020;30/01/2021;10/02/2021;11/05/2021;12000000000000;48;3;1;22;8;1;1;RS
513814401;1;21/05/2022;21/05/2022;08/10/2022;08/10/2022;15/12/2022;12000000000000;24;3;1;22;3;2;1;PR
506346425;1;;;;;13/02/2019;12000000000000;48;2;0;2;8;1;999;SE
512243445;1;15/08/2021;10/09/2021;18/12/2021;30/12/2021;18/06/2022;12000000000000;48;3;1;22;8;1;1;RS
512688647;1;;;01/02/2022;31/05/2022;10/08/2022;12000000000000;17;3;1;22;0;11;1;SC
510367338;1;01/08/2020;01/09/2020;25/12/2020;25/01/2021;27/03/2021;12000000000000;48;9;1;22;8;99;1;RS
509874811;1;21/04/2020;10/05/2020;21/08/2020;10/09/2020;08/07/2021;12000000000000;31;3;1;22;8;3;50;PR
508133184;1;01/06/2019;20/06/2019;20/10/2019;05/11/2019;05/02/2020;12000000000000;17;3;1;22;8;3;1;RS
511614563;1;15/03/2021;15/03/2021;15/07/2021;15/07/2021;12/01/2022;12000000000000;48;3;1;22;8;1;1;PR
509774113;1;15/02/2020;20/02/2020;26/05/2020;25/07/2020;15/10/2020;12000000000000;48;3;1;22;8;99;1;PR
513037576;1;10/11/2021;20/11/2021;20/03/2022;10/04/2022;03/11/2022;12000000000000;17;9;10;22;8;99;1;RS
511287633;1;20/02/2021;23/02/2021;01/09/2021;02/09/2021;02/01/2022;12000000000000;24;3;1;22;8;99;1;PR
512676480;1;30/09/2021;30/11/2021;30/04/2022;30/05/2022;26/08/2022;12000000000000;48;3;1;22;8;3;1;PR
511233624;1;20/02/2021;10/03/2021;01/07/2021;12/08/2021;10/11/2021;12000000000000;48;3;1;22;8;99;1;PR
512393312;1;20/10/2021;30/11/2021;17/02/2022;30/03/2022;15/06/2022;12000000000000;48;3;1;22;8;1;1;RS
510778989;1;25/09/2020;25/11/2020;01/03/2021;01/05/2021;16/08/2021;12000000000000;48;3;1;22;8;2;1;SC
511633363;1;27/02/2021;28/02/2021;26/05/2021;25/07/2021;13/01/2022;12000000000000;24;3;1;22;8;99;1;PR
511805593;1;01/05/2021;31/05/2021;01/10/2021;30/11/2021;28/03/2022;12000000000000;48;3;1;22;8;8;1;BA
514374005;1;10/08/2022;15/08/2022;20/01/2023;30/01/2023;20/04/2023;12000000000000;48;3;1;22;8;1;1;RS
511337046;1;01/02/2021;10/03/2021;10/08/2021;30/08/2021;13/11/2021;12000000000000;24;3;1;22;8;1;1;PR
511436322;1;10/05/2021;10/07/2021;15/09/2021;15/11/2021;12/01/2022;12000000000000;24;3;1;22;8;2;1;PR
512912002;1;25/10/2021;30/11/2021;10/03/2022;10/05/2022;08/09/2022;12000000000000;48;3;1;22;8;99;1;RS
508308974;1;01/06/2019;30/06/2019;20/10/2019;15/11/2019;14/02/2020;12000000000000;17;3;1;22;8;3;1;RS
508232904;1;15/06/2019;15/07/2019;05/11/2019;25/11/2019;15/02/2020;12000000000000;48;3;1;22;8;3;1;RS
511904909;1;15/02/2021;15/02/2021;25/06/2021;25/06/2021;15/01/2022;12000000000000;48;3;1;22;3;1;50;PR
505531004;1;01/09/2017;15/09/2017;20/12/2018;31/12/2018;27/08/2019;12000000000000;48;1;1;23;0;3;999;SP
511441784;1;18/02/2021;27/02/2021;20/06/2021;05/07/2021;01/10/2021;12000000000000;48;3;1;22;8;1;1;PR
512466051;1;25/10/2021;30/11/2021;20/03/2022;10/05/2022;09/09/2022;12000000000000;48;3;1;22;8;2;1;RS
508605727;1;19/11/2019;06/12/2019;28/03/2020;14/04/2020;15/06/2020;12000000000000;48;3;1;22;8;2;1;RS
512245169;1;20/09/2021;21/09/2021;12/02/2022;13/02/2022;15/04/2022;12000000000000;48;3;1;22;8;2;1;RS
512282523;1;04/10/2021;04/10/2021;20/01/2022;20/01/2022;15/05/2022;12000000000000;48;3;1;22;3;1;1;PR
508791377;1;05/11/2019;10/11/2019;21/04/2020;22/05/2020;15/07/2025;12000000000000;48;3;1;22;8;3;1;RS
509590812;1;15/02/2020;20/02/2020;10/06/2020;20/06/2020;17/11/2020;12000000000000;79;3;1;22;8;1;1;PR
508839562;1;28/10/2019;28/10/2019;25/03/2020;25/03/2020;23/06/2020;12000000000000;48;3;1;22;8;1;1;RS
512622930;1;10/11/2021;10/12/2021;10/04/2022;10/05/2022;20/07/2022;12000000000000;48;3;1;22;8;1;50;RS
512258070;1;28/08/2021;10/10/2021;28/01/2022;10/03/2022;05/06/2022;12000000000000;48;3;1;22;8;3;1;RS
512610505;1;01/11/2021;10/12/2021;09/02/2022;20/03/2022;15/06/2022;12000000000000;48;3;1;22;8;2;1;RS
509505972;1;10/01/2020;28/02/2020;10/07/2020;10/08/2020;03/11/2020;12000000000000;48;3;1;22;8;3;1;PR
506697447;1;01/05/2018;20/06/2018;01/11/2018;28/12/2018;25/03/2019;12000000000000;48;3;1;22;8;1;1;SE
511569665;1;16/02/2021;05/03/2021;20/04/2021;31/05/2021;28/11/2021;12000000000000;24;3;1;22;3;2;1;RS
9162544;1;01/01/2017;28/02/2017;15/06/2017;01/08/2017;23/02/2018;12000000000000;17;3;1;22;8;1;50;PR
514344616;1;10/08/2022;20/09/2022;10/01/2023;20/02/2023;22/05/2023;12000000000000;48;3;1;22;8;2;1;RS
504943017;1;01/06/2017;30/06/2017;01/11/2017;30/11/2017;20/02/2018;12000000000000;48;3;1;22;8;3;1;RS
511370906;1;01/02/2021;28/02/2021;13/06/2021;02/08/2021;01/11/2021;12000000000000;48;3;1;22;8;1;1;PR
512439436;1;01/11/2021;15/11/2021;15/03/2022;31/03/2022;27/09/2022;12000000000000;48;3;1;22;3;1;1;RS
9946207;1;01/06/2017;30/06/2017;01/03/2018;31/03/2018;27/07/2018;12000000000000;17;3;1;22;0;99;1;PR
508326001;1;17/05/2019;17/05/2019;17/09/2019;17/09/2019;16/12/2019;12000000000000;48;3;1;22;8;1;1;PR
508326001;1;17/05/2019;17/05/2019;17/09/2019;17/09/2019;16/12/2019;12000000000000;24;3;1;22;8;1;1;PR
512233438;1;20/10/2021;30/11/2021;10/03/2022;30/04/2022;28/09/2022;12000000000000;48;9;1;22;8;99;1;RS
506504791;1;20/04/2018;30/04/2018;15/11/2018;30/11/2018;18/02/2019;12000000000000;48;3;0;2;8;1;1;SE
512807373;1;;;15/07/2022;15/09/2022;17/12/2022;12000000000000;48;9;1;22;0;99;1;RS
512560848;1;20/09/2021;25/09/2021;23/01/2022;28/01/2022;28/04/2022;12000000000000;48;9;1;22;8;1;1;SC
512448250;1;13/12/2021;20/01/2022;19/04/2022;03/05/2022;15/07/2022;12000000000000;48;2;1;22;8;1;1;RS
511282324;1;08/12/2020;08/12/2020;08/03/2021;08/03/2021;15/05/2021;12000000000000;48;3;1;22;8;3;1;SC
508671075;1;25/09/2019;25/11/2019;01/03/2020;25/04/2020;15/07/2020;12000000000000;48;3;1;22;8;1;1;SC
514254745;1;11/08/2022;20/08/2022;10/01/2023;20/01/2023;20/04/2023;12000000000000;48;3;1;22;8;1;1;RS
512336460;1;20/07/2021;28/07/2021;20/11/2021;10/12/2021;15/04/2022;12000000000000;17;3;4;22;0;3;1;SC
512237926;1;01/11/2021;20/11/2021;20/03/2022;15/04/2022;26/06/2022;12000000000000;48;9;1;22;8;99;1;RS
513120951;1;29/11/2021;30/11/2021;15/04/2022;05/05/2022;25/07/2022;12000000000000;48;3;1;22;8;3;1;RS
508668341;1;10/09/2019;17/09/2019;25/02/2020;03/03/2020;02/06/2020;12000000000000;48;3;1;22;8;2;1;RS
512580462;1;20/11/2021;15/12/2021;15/04/2022;14/06/2022;20/07/2022;12000000000000;48;9;1;22;8;99;1;RS
510679490;1;11/09/2020;12/09/2020;14/01/2021;15/01/2021;15/04/2021;12000000000000;48;3;1;22;3;1;1;PR
512657533;1;01/10/2021;15/10/2021;01/02/2022;15/02/2022;24/01/2023;12000000000000;48;3;1;22;8;1;1;PR
510588016;1;25/08/2020;25/09/2020;20/01/2021;25/02/2021;27/05/2021;12000000000000;48;3;1;22;8;1;1;RS
510469460;1;05/08/2020;20/08/2020;05/01/2021;15/01/2021;16/04/2021;12000000000000;48;3;1;22;8;99;1;RS
508886962;1;15/11/2019;28/12/2019;14/03/2020;26/04/2020;15/07/2020;12000000000000;48;3;1;22;8;1;1;RS
512389638;1;10/11/2021;30/11/2021;10/03/2022;30/04/2022;27/07/2022;12000000000000;48;3;1;22;8;2;1;RS
511070261;1;;;20/10/2021;30/11/2021;20/12/2021;12000000000000;48;3;1;22;0;1;1;RS
506916303;1;01/06/2018;25/06/2018;25/10/2018;05/11/2018;04/06/2019;12000000000000;17;3;1;22;8;3;1;RS
513937226;1;;;10/11/2022;10/12/2022;10/03/2023;12000000000000;86;9;1;22;0;99;1;SC
513158818;1;18/02/2022;18/02/2022;10/06/2022;10/06/2022;15/08/2022;12000000000000;110;3;1;22;3;1;1;PR
511121609;1;05/02/2021;20/03/2021;15/07/2021;15/08/2021;05/11/2021;12000000000000;48;3;1;22;8;1;1;PR
510670068;1;;;20/06/2021;30/06/2021;19/08/2021;12000000000000;48;3;1;22;0;11;1;RS
